SWEN3101,107,"{'INFO': 0, 'SWEN': 107, 'COMP': 0}"
SWEN3145,107,"{'INFO': 0, 'SWEN': 107, 'COMP': 0}"
SWEN3920,107,"{'INFO': 0, 'SWEN': 107, 'COMP': 0}"
INFO3105,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3170,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3180,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
COMP1210,252,"{'INFO': 141, 'SWEN': 58, 'COMP': 53}"
COMP1220,252,"{'INFO': 141, 'SWEN': 58, 'COMP': 53}"
COMP1126,252,"{'INFO': 141, 'SWEN': 58, 'COMP': 53}"
COMP1127,252,"{'INFO': 141, 'SWEN': 58, 'COMP': 53}"
COMP1161,252,"{'INFO': 141, 'SWEN': 58, 'COMP': 53}"
INFO2110,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
COMP2140,253,"{'INFO': 130, 'SWEN': 58, 'COMP': 65}"
COMP2201,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
COMP3101,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
COMP3220,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
SWEN3101,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
SWEN3145,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
SWEN3920,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
INFO3105,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3170,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3180,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
COMP1210,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1220,363,"{'INFO': 141, 'SWEN': 116, 'COMP': 106}"
COMP1126,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1127,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1161,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
INFO2110,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
COMP2140,253,"{'INFO': 130, 'SWEN': 58, 'COMP': 65}"
COMP2201,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
COMP3101,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
COMP3220,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
COMP3161,388,"{'INFO': 270, 'SWEN': 0, 'COMP': 118}"
COMP3901,388,"{'INFO': 270, 'SWEN': 0, 'COMP': 118}"
INFO3110,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3155,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO2100,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
INFO2180,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
COMP2190,253,"{'INFO': 130, 'SWEN': 58, 'COMP': 65}"
COMP2340,195,"{'INFO': 130, 'SWEN': 0, 'COMP': 65}"
COMP2171,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
COMP2211,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
SWEN3101,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
SWEN3145,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
SWEN3920,214,"{'INFO': 0, 'SWEN': 214, 'COMP': 0}"
INFO3105,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3170,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3180,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
COMP1210,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1220,363,"{'INFO': 141, 'SWEN': 116, 'COMP': 106}"
COMP1126,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1127,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
COMP1161,504,"{'INFO': 282, 'SWEN': 116, 'COMP': 106}"
INFO2110,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
COMP2140,253,"{'INFO': 130, 'SWEN': 58, 'COMP': 65}"
COMP2201,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
COMP3101,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
COMP3220,118,"{'INFO': 0, 'SWEN': 0, 'COMP': 118}"
COMP3161,388,"{'INFO': 270, 'SWEN': 0, 'COMP': 118}"
COMP3901,388,"{'INFO': 270, 'SWEN': 0, 'COMP': 118}"
INFO3110,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO3155,270,"{'INFO': 270, 'SWEN': 0, 'COMP': 0}"
INFO2100,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
INFO2180,130,"{'INFO': 130, 'SWEN': 0, 'COMP': 0}"
COMP2190,253,"{'INFO': 130, 'SWEN': 58, 'COMP': 65}"
COMP2340,195,"{'INFO': 130, 'SWEN': 0, 'COMP': 65}"
COMP2171,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
COMP2211,123,"{'INFO': 0, 'SWEN': 58, 'COMP': 65}"
BIOC3013,11,"{'INFO': 5, 'SWEN': 4, 'COMP': 2}"
 PHYS2300,39,"{'INFO': 25, 'SWEN': 7, 'COMP': 7}"
ELET3211,9,"{'INFO': 5, 'SWEN': 2, 'COMP': 2}"
 GEOG2231,19,"{'INFO': 13, 'SWEN': 4, 'COMP': 2}"
PHYS1412,25,"{'INFO': 17, 'SWEN': 8, 'COMP': 0}"
 PHYS1411,39,"{'INFO': 21, 'SWEN': 14, 'COMP': 4}"
COMP3191,13,"{'INFO': 8, 'SWEN': 4, 'COMP': 1}"
 MATH3401,18,"{'INFO': 10, 'SWEN': 4, 'COMP': 4}"
 BIOC2014,22,"{'INFO': 15, 'SWEN': 5, 'COMP': 2}"
 COMP3652,16,"{'INFO': 12, 'SWEN': 3, 'COMP': 1}"
MATH1141,29,"{'INFO': 15, 'SWEN': 8, 'COMP': 6}"
 MICR1010,39,"{'INFO': 22, 'SWEN': 11, 'COMP': 6}"
CHEM1901,22,"{'INFO': 15, 'SWEN': 4, 'COMP': 3}"
 ELET2405,31,"{'INFO': 18, 'SWEN': 9, 'COMP': 4}"
CHEM2310,14,"{'INFO': 4, 'SWEN': 6, 'COMP': 4}"
